id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
187715,259159,1937,"The Lynde and Harry Bradley Foundation",1523,"Center for Security Policy",50000,,2013,,
187717,259161,1937,"The Lynde and Harry Bradley Foundation",4471,"Center for the Study of Carbon Dioxide and Global Change",10000,,2013,,
187719,259163,1937,"The Lynde and Harry Bradley Foundation",31658,"Center for the Study of Technology and Society",60000,,2013,,
187721,259165,1937,"The Lynde and Harry Bradley Foundation",13488,"Center for Veterans Issues",20000,,2013,,
187723,259167,1937,"The Lynde and Harry Bradley Foundation",4351,"Center of the American Experiment",25000,,2013,,
187725,259169,1937,"The Lynde and Harry Bradley Foundation",13756,"Centre for Development and Enterprise",75000,,2013,,
187727,259171,1937,"The Lynde and Harry Bradley Foundation",13757,"Charter Growth Fund",3000000,,2013,,
187729,259173,1937,"The Lynde and Harry Bradley Foundation",13758,"Children's Hospital and Health System",500,,2013,,
187731,259175,1937,"The Lynde and Harry Bradley Foundation",13490,"City on a Hill",20000,,2013,,
187733,259177,1937,"The Lynde and Harry Bradley Foundation",15146,"City Year",100000,,2013,,
187735,259179,1937,"The Lynde and Harry Bradley Foundation",3644,"Clare Boothe Luce Policy Institute",5000,,2013,,
187737,259181,1937,"The Lynde and Harry Bradley Foundation",3644,"Clare Boothe Luce Policy Institute",5000,,2013,,
187739,259183,1937,"The Lynde and Harry Bradley Foundation",31660,"Claremont Institute for the Study of Statesmanship and Political Philosophy",50000,,2013,,
187741,259185,1937,"The Lynde and Harry Bradley Foundation",31660,"Claremont Institute for the Study of Statesmanship and Political Philosophy",50000,,2013,,
187743,259187,1937,"The Lynde and Harry Bradley Foundation",802,"Claremont McKenna College",12500,,2013,,
187745,259189,1937,"The Lynde and Harry Bradley Foundation",802,"Claremont McKenna College",12500,,2013,,
187747,259191,1937,"The Lynde and Harry Bradley Foundation",7141,"Classroom Inc.",25000,,2013,,
187750,259194,1937,"The Lynde and Harry Bradley Foundation",13492,"Collegiate Cultural Foundation",5000,,2013,,
187751,259195,1937,"The Lynde and Harry Bradley Foundation",13493,"Colorado Christian University",5000,,2013,,
187753,259197,1937,"The Lynde and Harry Bradley Foundation",13493,"Colorado Christian University",40000,,2013,,
187756,259200,1937,"The Lynde and Harry Bradley Foundation",4043,"Columbia University",12500,,2013,,
187758,259202,1937,"The Lynde and Harry Bradley Foundation",4043,"Columbia University",12500,,2013,,
187760,259204,1937,"The Lynde and Harry Bradley Foundation",4043,"Columbia University",12500,,2013,,
187762,259206,1937,"The Lynde and Harry Bradley Foundation",4043,"Columbia University",12500,,2013,,
187763,259207,1937,"The Lynde and Harry Bradley Foundation",31662,"Common Sense Policy Roundtable Forum",25000,,2013,,
187765,259209,1937,"The Lynde and Harry Bradley Foundation",31662,"Common Sense Policy Roundtable Forum",125000,,2013,,
187767,259211,1937,"The Lynde and Harry Bradley Foundation",31662,"Common Sense Policy Roundtable Forum",125000,,2013,,
187769,259214,1937,"The Lynde and Harry Bradley Foundation",13760,"Community Warehouse",50000,,2013,,
187771,259215,1937,"The Lynde and Harry Bradley Foundation",13760,"Community Warehouse",50000,,2013,,
187774,259218,1937,"The Lynde and Harry Bradley Foundation",13494,"Compel Them to Come Inc.",15000,,2013,,
187776,259220,1937,"The Lynde and Harry Bradley Foundation",839,"Competitive Enterprise Institute",100000,,2013,,
187778,259222,1937,"The Lynde and Harry Bradley Foundation",839,"Competitive Enterprise Institute",50000,,2013,,
187780,259224,1937,"The Lynde and Harry Bradley Foundation",839,"Competitive Enterprise Institute",100000,,2013,,
187782,259226,1937,"The Lynde and Harry Bradley Foundation",13495,"Concord Chamber Orchestra",10000,,2013,,
187784,259228,1937,"The Lynde and Harry Bradley Foundation",31663,"Cops and Kids Foundation",500,,2013,,
187786,259230,1937,"The Lynde and Harry Bradley Foundation",4008,"Cornell University",12500,,2013,,
187788,259232,1937,"The Lynde and Harry Bradley Foundation",4008,"Cornell University",12500,,2013,,
187790,259234,1937,"The Lynde and Harry Bradley Foundation",4008,"Cornell University",12500,,2013,,
187792,259236,1937,"The Lynde and Harry Bradley Foundation",4008,"Cornell University",12500,,2013,,
187794,259238,1937,"The Lynde and Harry Bradley Foundation",29132,"Council for National Policy",75000,,2013,,
187796,259240,1937,"The Lynde and Harry Bradley Foundation",6156,"Council on Foreign Relations",15000,,2013,,
187798,259242,1937,"The Lynde and Harry Bradley Foundation",13498,"Cristo Rey Network",100000,,2013,,
187800,259244,1937,"The Lynde and Harry Bradley Foundation",13498,"Cristo Rey Network",100000,,2013,,
187802,259246,1937,"The Lynde and Harry Bradley Foundation",13498,"Cristo Rey Network",100000,,2013,,
187804,259248,1937,"The Lynde and Harry Bradley Foundation",13498,"Cristo Rey Network",100000,,2013,,
187806,259250,1937,"The Lynde and Harry Bradley Foundation",13498,"Cristo Rey Network",40000,,2013,,
187808,259252,1937,"The Lynde and Harry Bradley Foundation",29139,"David Horowitz Freedom Center",112500,,2013,,
187810,259254,1937,"The Lynde and Harry Bradley Foundation",29139,"David Horowitz Freedom Center",112500,,2013,,
187812,259256,1937,"The Lynde and Harry Bradley Foundation",23170,"Discovery Institute for Public Policy",10000,,2013,,
187814,259258,1937,"The Lynde and Harry Bradley Foundation",13500,"Discovery World at Pier Wisconsin",140000,,2013,,
187816,259260,1937,"The Lynde and Harry Bradley Foundation",13500,"Discovery World at Pier Wisconsin",90000,,2013,,
187818,259262,1937,"The Lynde and Harry Bradley Foundation",13761,"Divine Savior Holy Angels High School",2000,,2013,,
187820,259264,1937,"The Lynde and Harry Bradley Foundation",13761,"Divine Savior Holy Angels High School",25000,,2013,,
187822,259266,1937,"The Lynde and Harry Bradley Foundation",13501,"Donors Forum of Wisconsin",15000,,2013,,
187824,259268,1937,"The Lynde and Harry Bradley Foundation",29243,DonorsTrust,767727,,2013,,
187826,259270,1937,"The Lynde and Harry Bradley Foundation",29243,DonorsTrust,20000,,2013,,
187828,259272,1937,"The Lynde and Harry Bradley Foundation",31664,"Douglas County Educational Foundation",25000,,2013,,
187830,259274,1937,"The Lynde and Harry Bradley Foundation",3243,"Duke University",12500,,2013,,
187832,259276,1937,"The Lynde and Harry Bradley Foundation",31665,"Eastbrook Acvademy",20000,,2013,,
187834,259278,1937,"The Lynde and Harry Bradley Foundation",25726,"Economics Wisconsin",46250,,2013,,
187836,259280,1937,"The Lynde and Harry Bradley Foundation",25726,"Economics Wisconsin",46250,,2013,,
187838,259282,1937,"The Lynde and Harry Bradley Foundation",25726,"Economics Wisconsin",46250,,2013,,
187840,259284,1937,"The Lynde and Harry Bradley Foundation",25726,"Economics Wisconsin",46250,,2013,,
187842,259286,1937,"The Lynde and Harry Bradley Foundation",4590,"Education Action Group Foundation",65000,,2013,,
187844,259288,1937,"The Lynde and Harry Bradley Foundation",5613,"Employment Policies Institute",300000,,2013,,
187846,259290,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187848,259292,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187850,259294,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187852,259296,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187854,259298,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187856,259300,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187858,259302,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187860,259304,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187862,259306,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187864,259308,1937,"The Lynde and Harry Bradley Foundation",4355,"Encounter for Culture and Education",100000,,2013,,
187866,259310,1937,"The Lynde and Harry Bradley Foundation",13502,"English Language Partners of Wisconsin",25000,,2013,,
187868,259312,1937,"The Lynde and Harry Bradley Foundation",1578,"Ethics and Public Policy Center",72500,,2013,,
187871,259315,1937,"The Lynde and Harry Bradley Foundation",1578,"Ethics and Public Policy Center",112500,,2013,,
187873,259317,1937,"The Lynde and Harry Bradley Foundation",1578,"Ethics and Public Policy Center",112500,,2013,,
187874,259318,1937,"The Lynde and Harry Bradley Foundation",1578,"Ethics and Public Policy Center",35000,,2013,,
187876,259320,1937,"The Lynde and Harry Bradley Foundation",1254,"Family House Inc.",90000,,2013,,
187878,259322,1937,"The Lynde and Harry Bradley Foundation",29176,"Family Research Council",65000,,2013,,
187880,259324,1937,"The Lynde and Harry Bradley Foundation",13766,"Family Service of Waukesha",1000,,2013,,
187882,259326,1937,"The Lynde and Harry Bradley Foundation",7326,"Fellowship of Christian Athletes",30000,,2013,,
187884,259328,1937,"The Lynde and Harry Bradley Foundation",13506,"First Stage Children's Theater",40000,,2013,,
187886,259330,1937,"The Lynde and Harry Bradley Foundation",31667,"Fisher House Wisconsin",2500,,2013,,
187889,259333,1937,"The Lynde and Harry Bradley Foundation",13507,"Florentine Opera Company",90000,,2013,,
187891,259335,1937,"The Lynde and Harry Bradley Foundation",4595,"Foreign Policy Initiative",10000,,2013,,
187893,259337,1937,"The Lynde and Harry Bradley Foundation",14292,"Foundation Financial Officers Group",500,,2013,,
187895,259339,1937,"The Lynde and Harry Bradley Foundation",29263,"Foundation for Cultural Review",50000,,2013,,
187897,259341,1937,"The Lynde and Harry Bradley Foundation",29263,"Foundation for Cultural Review",50000,,2013,,
187899,259343,1937,"The Lynde and Harry Bradley Foundation",29263,"Foundation for Cultural Review",50000,,2013,,
187901,259345,1937,"The Lynde and Harry Bradley Foundation",29263,"Foundation for Cultural Review",50000,,2013,,
187903,259347,1937,"The Lynde and Harry Bradley Foundation",29152,"Foundation for Defense of Democracies",75000,,2013,,
187905,259349,1937,"The Lynde and Harry Bradley Foundation",3185,"Foundation for Excellence in Education",30000,,2013,,
187907,259351,1937,"The Lynde and Harry Bradley Foundation",10618,"Foundation for Government Accountability",25000,,2013,,
187909,259353,1937,"The Lynde and Harry Bradley Foundation",1448,"Foundation for Individual Rights in Education",75000,,2013,,
187911,259355,1937,"The Lynde and Harry Bradley Foundation",25241,"Foundation for Opportunity in Education",75000,,2013,,
187913,259357,1937,"The Lynde and Harry Bradley Foundation",805,"Foundation for Research on Economics &amp; the Environment",25000,,2013,,
187915,259359,1937,"The Lynde and Harry Bradley Foundation",3191,"Franklin Center for Government &amp; Public Integrity",50000,,2013,,
187917,259361,1937,"The Lynde and Harry Bradley Foundation",844,"Free Congress Research and Education Foundation",75000,,2013,,
187919,259363,1937,"The Lynde and Harry Bradley Foundation",844,"Free Congress Research and Education Foundation",75000,,2013,,
187921,259365,1937,"The Lynde and Harry Bradley Foundation",943,"Freedoms Foundation at Valley Forge",41250,,2013,,
187923,259367,1937,"The Lynde and Harry Bradley Foundation",3810,"Galen Institute",75000,,2013,,
187925,259369,1937,"The Lynde and Harry Bradley Foundation",3810,"Galen Institute",75000,,2013,,
187927,259371,1937,"The Lynde and Harry Bradley Foundation",25242,"Gary Sinise Foundation",12500,,2013,,
187929,259373,1937,"The Lynde and Harry Bradley Foundation",1593,"George C. Marshall Institute",65000,,2013,,
187931,259375,1937,"The Lynde and Harry Bradley Foundation",28804,"George Mason University Foundation",12500,,2013,,
187933,259377,1937,"The Lynde and Harry Bradley Foundation",28804,"George Mason University Foundation",12500,,2013,,
187935,259379,1937,"The Lynde and Harry Bradley Foundation",3249,"Georgetown University",12500,,2013,,
187937,259381,1937,"The Lynde and Harry Bradley Foundation",3249,"Georgetown University",12500,,2013,,
187939,259383,1937,"The Lynde and Harry Bradley Foundation",3249,"Georgetown University",75000,,2013,,
187941,259385,1937,"The Lynde and Harry Bradley Foundation",25243,"Georgia Center for Opportunity",25000,,2013,,
187943,259387,1937,"The Lynde and Harry Bradley Foundation",12088,"German Marshall Fund of the United States",75000,,2013,,
187945,259389,1937,"The Lynde and Harry Bradley Foundation",12088,"German Marshall Fund of the United States",56250,,2013,,
187947,259391,1937,"The Lynde and Harry Bradley Foundation",13511,"Grand Avenue Club; Inc.",1500,,2013,,
187949,259393,1937,"The Lynde and Harry Bradley Foundation",13512,"Greater Milwaukee Committee for Community Development",20000,,2013,,
187951,259395,1937,"The Lynde and Harry Bradley Foundation",3653,"Greater Milwaukee Foundation",60000,,2013,,
187953,259397,1937,"The Lynde and Harry Bradley Foundation",16422,"Guest House of Milwaukee",175000,,2013,,
187955,259399,1937,"The Lynde and Harry Bradley Foundation",4353,"Harvard University",12500,,2013,,
187957,259401,1937,"The Lynde and Harry Bradley Foundation",4353,"Harvard University",12500,,2013,,
187959,259403,1937,"The Lynde and Harry Bradley Foundation",4353,"Harvard University",12500,,2013,,
187961,259405,1937,"The Lynde and Harry Bradley Foundation",4353,"Harvard University",12500,,2013,,
187963,259407,1937,"The Lynde and Harry Bradley Foundation",4353,"Harvard University",12500,,2013,,
187965,259409,1937,"The Lynde and Harry Bradley Foundation",4353,"Harvard University",12500,,2013,,
187967,259411,1937,"The Lynde and Harry Bradley Foundation",29133,"Heartland Institute",92500,,2013,,
187969,259413,1937,"The Lynde and Harry Bradley Foundation",13515,"Heartlove Place",15000,,2013,,
187971,259415,1937,"The Lynde and Harry Bradley Foundation",31672,"Hispanics for School Choice",35000,,2013,,
187973,259417,1937,"The Lynde and Harry Bradley Foundation",25244,"Holton Youth &amp; Family Center",25000,,2013,,
187975,259419,1937,"The Lynde and Harry Bradley Foundation",25244,"Holton Youth &amp; Family Center",1500,,2013,,
187977,259421,1937,"The Lynde and Harry Bradley Foundation",25244,"Holton Youth &amp; Family Center",1000,,2013,,
187979,259423,1937,"The Lynde and Harry Bradley Foundation",1226,"Hoover Institution on War Revolution and Peace",87500,,2013,,
187981,259425,1937,"The Lynde and Harry Bradley Foundation",1226,"Hoover Institution on War Revolution and Peace",70000,,2013,,
187983,259427,1937,"The Lynde and Harry Bradley Foundation",1226,"Hoover Institution on War Revolution and Peace",75000,,2013,,
187985,259429,1937,"The Lynde and Harry Bradley Foundation",1226,"Hoover Institution on War Revolution and Peace",40000,,2013,,
187987,259431,1937,"The Lynde and Harry Bradley Foundation",1226,"Hoover Institution on War Revolution and Peace",150000,,2013,,
187989,259433,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",35000,,2013,,
187991,259435,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",40000,,2013,,
187993,259437,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",15000,,2013,,
187995,259439,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",50000,,2013,,
187997,259441,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",35000,,2013,,
187999,259443,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",65000,,2013,,
188001,259445,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",87500,,2013,,
188003,259447,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",87500,,2013,,
188005,259449,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",87500,,2013,,
188007,259451,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",87500,,2013,,
188009,259453,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",6000,,2013,,
188011,259455,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",75000,,2013,,
188013,259457,1937,"The Lynde and Harry Bradley Foundation",1463,"Hudson Institute",75000,,2013,,
188015,259459,1937,"The Lynde and Harry Bradley Foundation",3865,"Independence Institute",30000,,2013,,
188017,259461,1937,"The Lynde and Harry Bradley Foundation",3865,"Independence Institute",75000,,2013,,
188019,259463,1937,"The Lynde and Harry Bradley Foundation",4603,"Institute for Educational Advancement",357000,,2013,,
188021,259465,1937,"The Lynde and Harry Bradley Foundation",4603,"Institute for Educational Advancement",700000,,2013,,
188023,259467,1937,"The Lynde and Harry Bradley Foundation",4603,"Institute for Educational Advancement",2400000,,2013,,
188025,259469,1937,"The Lynde and Harry Bradley Foundation",25246,"Institute for Family Studies",50000,,2013,,
188027,259471,1937,"The Lynde and Harry Bradley Foundation",950,"Institute For Foreign Policy Analysis",40000,,2013,,
188029,259473,1937,"The Lynde and Harry Bradley Foundation",950,"Institute For Foreign Policy Analysis",65000,,2013,,
188031,259475,1937,"The Lynde and Harry Bradley Foundation",950,"Institute For Foreign Policy Analysis",80000,,2013,,
188033,259477,1937,"The Lynde and Harry Bradley Foundation",29159,"Institute for Humane Studies",25000,,2013,,
188035,259479,1937,"The Lynde and Harry Bradley Foundation",9775,"Institute for International Studies",63750,,2013,,
188037,259481,1937,"The Lynde and Harry Bradley Foundation",856,"Institute for Justice",87500,,2013,,
188042,259486,1937,"The Lynde and Harry Bradley Foundation",856,"Institute for Justice",87500,,2013,,
188044,259488,1937,"The Lynde and Harry Bradley Foundation",4604,"Institute for the Study of War",20000,,2013,,
188046,259490,1937,"The Lynde and Harry Bradley Foundation",857,"Intercollegiate Studies Institute",100000,,2013,,
188048,259492,1937,"The Lynde and Harry Bradley Foundation",857,"Intercollegiate Studies Institute",100000,,2013,,
188051,259495,1937,"The Lynde and Harry Bradley Foundation",3257,"Jack Miller Center",62500,,2013,,
188053,259497,1937,"The Lynde and Harry Bradley Foundation",4534,"John K. MacIver Institute for Public Policy",85000,,2013,,
188055,259499,1937,"The Lynde and Harry Bradley Foundation",31676,"MacIver Institute for Public Policy",85000,,2013,,
188057,259501,1937,"The Lynde and Harry Bradley Foundation",30101,"John W Pope Civitas Institute",50000,,2013,,
188059,259503,1937,"The Lynde and Harry Bradley Foundation",30101,"John W Pope Civitas Institute",50000,,2013,,
188061,259505,1937,"The Lynde and Harry Bradley Foundation",31678,"Johns Hopkins University - SAIS",12500,,2013,,
188063,259507,1937,"The Lynde and Harry Bradley Foundation",31678,"Johns Hopkins University - SAIS",12500,,2013,,
188065,259509,1937,"The Lynde and Harry Bradley Foundation",31678,"Johns Hopkins University - SAIS",12500,,2013,,
188067,259511,1937,"The Lynde and Harry Bradley Foundation",31679,"Kathy's House",2000,,2013,,
188069,259513,1937,"The Lynde and Harry Bradley Foundation",31680,"Kahn Academy",50000,,2013,,
188071,259515,1937,"The Lynde and Harry Bradley Foundation",3696,"Lakeland College",50000,,2013,,
188073,259517,1937,"The Lynde and Harry Bradley Foundation",13525,"Lighthouse Youth Center",40000,,2013,,
188075,259519,1937,"The Lynde and Harry Bradley Foundation",27777,"Lutheran High School Association of Greater Milwaukee",13350,,2013,,
188077,259521,1937,"The Lynde and Harry Bradley Foundation",25250,"Lutheran Urban Mission Initative",25000,,2013,,
188079,259523,1937,"The Lynde and Harry Bradley Foundation",31681,"MHS Inc - Messmer Catholic Schools",200000,,2013,,
188081,259525,1937,"The Lynde and Harry Bradley Foundation",13526,"Make-A-Wish Foundation of Wisconsin",2000,,2013,,
188083,259527,1937,"The Lynde and Harry Bradley Foundation",867,"Manhattan Institute for Policy Research",60000,,2013,,
188085,259529,1937,"The Lynde and Harry Bradley Foundation",867,"Manhattan Institute for Policy Research",56250,,2013,,
188087,259531,1937,"The Lynde and Harry Bradley Foundation",867,"Manhattan Institute for Policy Research",56250,,2013,,
