id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
195478,266975,3184,DonorsTrust,29056,"Claremont Institute",1000,,2014,,
195479,266976,3184,DonorsTrust,25373,"Heritage Foundation",12500,,2014,,
195480,266977,3184,DonorsTrust,29159,"Institute for Humane Studies",5000,,2014,,
195481,266978,3184,DonorsTrust,873,"Mountain States Legal Foundation",500,,2014,,
195482,266979,3184,DonorsTrust,1037,"Pacific Research Institute for Public Policy",5000,,2014,,
195483,266980,3184,DonorsTrust,885,"Tax Foundation",1000,,2014,,
195484,266981,3184,DonorsTrust,4599,"Grassroot Institute of Hawaii",10300,,2014,,
195485,266982,3184,DonorsTrust,29263,"Foundation for Cultural Review",10000,,2014,,
195486,266983,3184,DonorsTrust,29011,"Salvation Army - Midwest Division",40000,,2014,,
195487,266984,3184,DonorsTrust,29013,"Marijuana Policy project Foundation",60000,,2014,,
195488,266985,3184,DonorsTrust,5023,"First Freedoms Foundation",50000,,2014,,
195489,266986,3184,DonorsTrust,4535,"Judicial Education Project",275000,,2014,,
195490,266987,3184,DonorsTrust,4535,"Judicial Education Project",35000,,2014,,
195491,266988,3184,DonorsTrust,28574,"Peace Through Commerce",10000,,2014,,
195492,266989,3184,DonorsTrust,12312,"PetConnect Rescue",12000,,2014,,
195493,266990,3184,DonorsTrust,13493,"Colorado Christian University",35000,,2014,,
195494,266991,3184,DonorsTrust,32501,"Ed Snider Youth Hockey Foundation",2249,,2014,,
195495,266992,3184,DonorsTrust,27564,"The Philanthropic Enterprise",49500,,2014,,
195496,266993,3184,DonorsTrust,870,"Mercatus Center",1500000,,2014,,
195497,266994,3184,DonorsTrust,839,"Competitive Enterprise Institute",500,,2014,,
195498,266995,3184,DonorsTrust,839,"Competitive Enterprise Institute",250000,,2014,,
195499,266996,3184,DonorsTrust,832,"Capital Research Center",500,,2014,,
195500,266997,3184,DonorsTrust,842,"Federalist Society for Law and Public Policy Studies",650000,,2014,,
195501,266998,3184,DonorsTrust,843,"Foundation for Teaching Economics",4000,,2014,,
195502,266999,3184,DonorsTrust,3810,"Galen Institute",125000,,2014,,
195503,267000,3184,DonorsTrust,856,"Institute for Justice",100000,,2014,,
195504,267001,3184,DonorsTrust,856,"Institute for Justice",2000,,2014,,
195505,267002,3184,DonorsTrust,856,"Institute for Justice",2500,,2014,,
195506,267003,3184,DonorsTrust,29159,"Institute for Humane Studies",2000,,2014,,
195507,267004,3184,DonorsTrust,29140,"Leadership Institute",1000,,2014,,
195508,267005,3184,DonorsTrust,2387,"Friedman Foundation for Educational Choice",10000,,2014,,
195509,267006,3184,DonorsTrust,29078,"National Legal &amp; Policy Center",2000,,2014,,
195510,267007,3184,DonorsTrust,29136,"National Right to Work Legal Defense Foundation",25000,,2014,,
195511,267008,3184,DonorsTrust,817,"Reason Foundation",225000,,2014,,
195512,267009,3184,DonorsTrust,29127,"State Policy Network",2500,,2014,,
195513,267010,3184,DonorsTrust,940,"Goldwater Institute",50000,,2014,,
195514,267011,3184,DonorsTrust,25183,"Becket Fund for Religious Liberty",25000,,2014,,
195515,267012,3184,DonorsTrust,829,"Bill of Rights Institute",2000,,2014,,
195516,267013,3184,DonorsTrust,22303,"Center for Individual Rights",60000,,2014,,
195517,267014,3184,DonorsTrust,1448,"Foundation for Individual Rights in Education",1500,,2014,,
195518,267015,3184,DonorsTrust,29131,"Americans for Prosperity Foundation",300000,,2014,,
195519,267016,3184,DonorsTrust,29000,"Florida Sherriffs Youth Ranches",10000,,2014,,
195520,267017,3184,DonorsTrust,29286,"Employment Policies Institute Foundation",150000,,2014,,
195521,267018,3184,DonorsTrust,29266,"Center for Union Facts",500,,2014,,
195522,267019,3184,DonorsTrust,29158,"Alliance for School Choice",10000,,2014,,
195523,267020,3184,DonorsTrust,3643,"Center for Competitive Politics",150000,,2014,,
195524,267021,3184,DonorsTrust,4912,"E Pluribus Unum Films",25000,,2014,,
195525,267022,3184,DonorsTrust,29013,"Marijuana Policy project Foundation",50000,,2014,,
195526,267023,3184,DonorsTrust,936,"Moving Picture Institute",100000,,2014,,
195527,267024,3184,DonorsTrust,1091,"Free To Choose Network",2000,,2014,,
195528,267025,3184,DonorsTrust,29242,"Center for Independent Thought",15000,,2014,,
195529,267026,3184,DonorsTrust,4592,"Families Against Mandatory Minimums Foundation",50000,,2014,,
195530,267027,3184,DonorsTrust,3176,"Students for Liberty",5000,,2014,,
195531,267028,3184,DonorsTrust,4535,"Judicial Education Project",60000,,2014,,
195532,267029,3184,DonorsTrust,4535,"Judicial Education Project",5000,,2014,,
195533,267030,3184,DonorsTrust,29007,"Freedom of Conscience Defense Fund",50000,,2014,,
195534,267031,3184,DonorsTrust,29015,"Consumers' Research",360000,,2014,,
195535,267032,3184,DonorsTrust,32477,"American Transparency",50000,,2014,,
195536,267033,3184,DonorsTrust,29056,"Claremont Institute",75000,,2014,,
195537,267034,3184,DonorsTrust,4535,"Judicial Education Project",130000,,2014,,
195538,267035,3184,DonorsTrust,32498,"PALS Program",5000,,2014,,
195539,267036,3184,DonorsTrust,32503,"Center for Environmental Science Accuracy and Reliability",10000,,2014,,
195540,267037,3184,DonorsTrust,32504,"LIBRE Institute",100000,,2014,,
195541,267038,3184,DonorsTrust,4584,"Conservative Agenda Project",42000,,2014,,
195542,267039,3184,DonorsTrust,29150,"Acton Institute for the Study of Religion and Liberty",500,,2014,,
195543,267040,3184,DonorsTrust,887,"Cato Institute",1000,,2014,,
195544,267041,3184,DonorsTrust,856,"Institute for Justice",500,,2014,,
195545,267042,3184,DonorsTrust,29159,"Institute for Humane Studies",500,,2014,,
195546,267043,3184,DonorsTrust,29127,"State Policy Network",200,,2014,,
195547,267044,3184,DonorsTrust,22303,"Center for Individual Rights",25000,,2014,,
195548,267045,3184,DonorsTrust,29249,"Illinois Policy Institute",1000,,2014,,
195549,267046,3184,DonorsTrust,4535,"Judicial Education Project",375000,,2014,,
195550,267047,3184,DonorsTrust,4621,"Project Veritas",24750,,2014,,
195551,267048,3184,DonorsTrust,23004,"Wyoming Catholic College",4000,,2014,,
195552,267049,3184,DonorsTrust,28819,"American Council on Science Health",2000,,2014,,
195553,267050,3184,DonorsTrust,887,"Cato Institute",25000,,2014,,
195554,267051,3184,DonorsTrust,25193,"Independent Institute",5000,,2014,,
195555,267052,3184,DonorsTrust,873,"Mountain States Legal Foundation",500,,2014,,
195556,267053,3184,DonorsTrust,29078,"National Legal &amp; Policy Center",2000,,2014,,
195557,267054,3184,DonorsTrust,29013,"Marijuana Policy project Foundation",6000,,2014,,
195558,267055,3184,DonorsTrust,936,"Moving Picture Institute",2000,,2014,,
195559,267056,3184,DonorsTrust,32506,"Calvin Coolidge Presidential Foundation",25000,,2014,,
195560,267057,3184,DonorsTrust,4621,"Project Veritas",0,,2014,,
195561,267058,3184,DonorsTrust,25186,"Catholic Association Foundation",20000,,2014,,
195562,267059,3184,DonorsTrust,25189,"Energy &amp; Environment Legal Institute",60000,,2014,,
195563,267060,3184,DonorsTrust,12312,"PetConnect Rescue",12000,,2014,,
195564,267061,3184,DonorsTrust,29020,"Sacred Heart of Jesus Parish",6000,,2014,,
195565,267062,3184,DonorsTrust,25194,"Institute for Faith Work &amp; Economics",460000,,2014,,
195566,267063,3184,DonorsTrust,28865,"Ethics &amp; Public Policy Center",82500,,2014,,
195567,267064,3184,DonorsTrust,842,"Federalist Society for Law and Public Policy Studies",50000,,2014,,
195568,267065,3184,DonorsTrust,866,"Ludwig von Mises Institute",1000,,2014,,
195569,267066,3184,DonorsTrust,4564,"Yankee Institute for Public Policy",150000,,2014,,
195570,267067,3184,DonorsTrust,4619,"New York Historical Society",10000,,2014,,
195571,267068,3184,DonorsTrust,10618,"Foundation for Government Accountability",25000,,2014,,
195572,267069,3184,DonorsTrust,32507,"WHWG Initiative for Studying Public Policy",4000,,2014,,
195573,267070,3184,DonorsTrust,839,"Competitive Enterprise Institute",250000,,2014,,
195574,267071,3184,DonorsTrust,832,"Capital Research Center",5000,,2014,,
195575,267072,3184,DonorsTrust,848,"Fund for American Studies",5000,,2014,,
195576,267073,3184,DonorsTrust,843,"Foundation for Teaching Economics",5000,,2014,,
195577,267074,3184,DonorsTrust,25373,"Heritage Foundation",1000,,2014,,
195578,267075,3184,DonorsTrust,25373,"Heritage Foundation",3000,,2014,,
195579,267076,3184,DonorsTrust,29159,"Institute for Humane Studies",16000,,2014,,
195580,267077,3184,DonorsTrust,25183,"Becket Fund for Religious Liberty",75000,,2014,,
195581,267078,3184,DonorsTrust,22303,"Center for Individual Rights",10000,,2014,,
195582,267079,3184,DonorsTrust,5341,"University of Southern California",2500,,2014,,
195583,267080,3184,DonorsTrust,25392,"Witherspoon Institute",125000,,2014,,
195584,267081,3184,DonorsTrust,4535,"Judicial Education Project",16000,,2014,,
195585,267082,3184,DonorsTrust,4621,"Project Veritas",23555,,2014,,
195586,267083,3184,DonorsTrust,32498,"PALS Program",1250,,2014,,
195587,267084,3184,DonorsTrust,32498,"PALS Program",750,,2014,,
195588,267085,3184,DonorsTrust,32498,"PALS Program",1250,,2014,,
195589,267086,3184,DonorsTrust,23688,"Young Americans for Liberty Foundation",139500,,2014,,
195590,267087,3184,DonorsTrust,29150,"Acton Institute for the Study of Religion and Liberty",1000,,2014,,
195591,267088,3184,DonorsTrust,1621,"Commonwealth Foundation for Public Policy Alternatives",300000,,2014,,
195592,267089,3184,DonorsTrust,887,"Cato Institute",5000,,2014,,
195593,267090,3184,DonorsTrust,848,"Fund for American Studies",3000,,2014,,
195594,267091,3184,DonorsTrust,843,"Foundation for Teaching Economics",3000,,2014,,
195595,267092,3184,DonorsTrust,25373,"Heritage Foundation",5000,,2014,,
195596,267093,3184,DonorsTrust,29159,"Institute for Humane Studies",1000,,2014,,
195597,267094,3184,DonorsTrust,29140,"Leadership Institute",1000,,2014,,
195598,267095,3184,DonorsTrust,29123,"Landmark Legal Foundation",500,,2014,,
195599,267096,3184,DonorsTrust,870,"Mercatus Center",6000,,2014,,
195600,267097,3184,DonorsTrust,29136,"National Right to Work Legal Defense Foundation",2500,,2014,,
195601,267098,3184,DonorsTrust,817,"Reason Foundation",3000,,2014,,
195602,267099,3184,DonorsTrust,29127,"State Policy Network",1250,,2014,,
195603,267100,3184,DonorsTrust,25183,"Becket Fund for Religious Liberty",5000,,2014,,
195604,267101,3184,DonorsTrust,829,"Bill of Rights Institute",1000,,2014,,
195605,267102,3184,DonorsTrust,4530,"Human Rights Foundation",10000,,2014,,
195606,267103,3184,DonorsTrust,4535,"Judicial Education Project",25000,,2014,,
195607,267104,3184,DonorsTrust,4621,"Project Veritas",2150,,2014,,
195608,267105,3184,DonorsTrust,25186,"Catholic Association Foundation",10000,,2014,,
195609,267106,3184,DonorsTrust,29015,"Consumers' Research",10000,,2014,,
195610,267107,3184,DonorsTrust,23688,"Young Americans for Liberty Foundation",150000,,2014,,
195611,267108,3184,DonorsTrust,32508,"Asante Africa Foundation",5000,,2014,,
195612,267109,3184,DonorsTrust,32508,"Asante Africa Foundation",20000,,2014,,
195613,267110,3184,DonorsTrust,3319,"University of Colorado Foundation",10000,,2014,,
195614,267111,3184,DonorsTrust,886,"Texas Public Policy Foundation",200000,,2014,,
195615,267112,3184,DonorsTrust,842,"Federalist Society for Law and Public Policy Studies",10000,,2014,,
195616,267113,3184,DonorsTrust,1392,"Independent Women's Forum",50000,,2014,,
195617,267114,3184,DonorsTrust,867,"Manhattan Institute for Policy Research",10000,,2014,,
195618,267115,3184,DonorsTrust,873,"Mountain States Legal Foundation",500,,2014,,
195619,267116,3184,DonorsTrust,22303,"Center for Individual Rights",60000,,2014,,
195620,267117,3184,DonorsTrust,5009,"Wounded Warrior Project",5000,,2014,,
195621,267118,3184,DonorsTrust,29013,"Marijuana Policy project Foundation",6000,,2014,,
195622,267119,3184,DonorsTrust,936,"Moving Picture Institute",5000,,2014,,
195623,267120,3184,DonorsTrust,4535,"Judicial Education Project",10000,,2014,,
195624,267121,3184,DonorsTrust,4535,"Judicial Education Project",740000,,2014,,
195625,267122,3184,DonorsTrust,25186,"Catholic Association Foundation",35000,,2014,,
195626,267123,3184,DonorsTrust,28125,"American Media Institute",49500,,2014,,
195627,267124,3184,DonorsTrust,12312,"PetConnect Rescue",12000,,2014,,
195628,267125,3184,DonorsTrust,25299,Samasource,15000,,2014,,
195629,267126,3184,DonorsTrust,1621,"Commonwealth Foundation for Public Policy Alternatives",50000,,2014,,
195630,267127,3184,DonorsTrust,1504,"Discovery Institute",250000,,2014,,
195631,267128,3184,DonorsTrust,842,"Federalist Society for Law and Public Policy Studies",650000,,2014,,
195632,267129,3184,DonorsTrust,22303,"Center for Individual Rights",10000,,2014,,
195633,267130,3184,DonorsTrust,4530,"Human Rights Foundation",19000,,2014,,
195634,267131,3184,DonorsTrust,4530,"Human Rights Foundation",10000,,2014,,
195635,267132,3184,DonorsTrust,4530,"Human Rights Foundation",6000,,2014,,
195636,267133,3184,DonorsTrust,4530,"Human Rights Foundation",16000,,2014,,
195637,267134,3184,DonorsTrust,4617,"National Dance Institute",10000,,2014,,
195638,267135,3184,DonorsTrust,29015,"Consumers' Research",10000,,2014,,
195639,267136,3184,DonorsTrust,32510,"Henry Jackson Society",20000,,2014,,
195640,267137,3184,DonorsTrust,32511,"Oregon Capital Watch Foundation",250000,,2014,,
195641,267138,3184,DonorsTrust,29979,"Arizona State University Foundation",13000,,2014,,
195642,267139,3184,DonorsTrust,28999,"Government Accountability Institute",500000,,2014,,
195643,267140,3184,DonorsTrust,23666,"Daily Caller News Foundation",25000,,2014,,
195644,267141,3184,DonorsTrust,848,"Fund for American Studies",1000,,2014,,
195645,267142,3184,DonorsTrust,886,"Texas Public Policy Foundation",50000,,2014,,
195646,267143,3184,DonorsTrust,5296,"Center for Independent Employees",25000,,2014,,
195647,267144,3184,DonorsTrust,5542,"Taxpayer Foundation of Oregon",250000,,2014,,
195648,267145,3184,DonorsTrust,4535,"Judicial Education Project",370000,,2014,,
195649,267146,3184,DonorsTrust,25378,"Project Liberty",100000,,2014,,
195650,267147,3184,DonorsTrust,25186,"Catholic Association Foundation",10000,,2014,,
195651,267148,3184,DonorsTrust,28998,"Doe Fund",50000,,2014,,
195652,267149,3184,DonorsTrust,29218,"Donors Capital Fund",24044,,2014,,
195653,267150,3184,DonorsTrust,32507,"WHWG Initiative for Studying Public Policy",5100,,2014,,
195654,267151,3184,DonorsTrust,29149,"Atlas Economic Research Foundation",1000,,2014,,
195655,267152,3184,DonorsTrust,843,"Foundation for Teaching Economics",1000,,2014,,
195656,267153,3184,DonorsTrust,25373,"Heritage Foundation",1000,,2014,,
195657,267154,3184,DonorsTrust,29159,"Institute for Humane Studies",1000,,2014,,
195658,267155,3184,DonorsTrust,29159,"Institute for Humane Studies",5000,,2014,,
195659,267156,3184,DonorsTrust,29159,"Institute for Humane Studies",25000,,2014,,
195660,267157,3184,DonorsTrust,1318,"Mackinac Center for Public Policy",200,,2014,,
195661,267158,3184,DonorsTrust,29151,"Philanthropy Roundtable",1000,,2014,,
195662,267159,3184,DonorsTrust,886,"Texas Public Policy Foundation",12000,,2014,,
195663,267160,3184,DonorsTrust,940,"Goldwater Institute",1000,,2014,,
195664,267161,3184,DonorsTrust,829,"Bill of Rights Institute",2000,,2014,,
195665,267162,3184,DonorsTrust,22303,"Center for Individual Rights",325000,,2014,,
195666,267163,3184,DonorsTrust,808,"Hillsdale College",1000,,2014,,
195667,267164,3184,DonorsTrust,29013,"Marijuana Policy project Foundation",35000,,2014,,
195668,267165,3184,DonorsTrust,3191,"Franklin Center for Government &amp; Public Integrity",50000,,2014,,
195669,267166,3184,DonorsTrust,25186,"Catholic Association Foundation",130000,,2014,,
195670,267167,3184,DonorsTrust,9240,"National Council for Adoption",25000,,2014,,
195671,267168,3184,DonorsTrust,32512,"Minding Your Mind",10000,,2014,,
195672,267169,3184,DonorsTrust,3743,"National Park Foundation",10000,,2014,,
195673,267170,3184,DonorsTrust,3644,"Clare Boothe Luce Policy Institute",2500,,2014,,
195674,267171,3184,DonorsTrust,1621,"Commonwealth Foundation for Public Policy Alternatives",135000,,2014,,
195675,267172,3184,DonorsTrust,832,"Capital Research Center",1500,,2014,,
195676,267173,3184,DonorsTrust,3865,"Independence Institute",1500,,2014,,
195677,267174,3184,DonorsTrust,856,"Institute for Justice",2000,,2014,,
195678,267175,3184,DonorsTrust,1318,"Mackinac Center for Public Policy",1500,,2014,,
195679,267176,3184,DonorsTrust,3180,"South Carolina Policy Council",25000,,2014,,
195680,267177,3184,DonorsTrust,29127,"State Policy Network",2000,,2014,,
195681,267178,3184,DonorsTrust,22303,"Center for Individual Rights",175000,,2014,,
195682,267179,3184,DonorsTrust,1091,"Free To Choose Network",500,,2014,,
195683,267180,3184,DonorsTrust,4467,"American Majority",47500,,2014,,
195684,267181,3184,DonorsTrust,4535,"Judicial Education Project",20000,,2014,,
195685,267182,3184,DonorsTrust,8565,"American Principles Project",100000,,2014,,
195686,267183,3184,DonorsTrust,23666,"Daily Caller News Foundation",15000,,2014,,
195687,267184,3184,DonorsTrust,3203,"Hispanic American Center for Economic Research",35000,,2014,,
195688,267185,3184,DonorsTrust,4584,"Conservative Agenda Project",52000,,2014,,
195689,267186,3184,DonorsTrust,25194,"Institute for Faith Work &amp; Economics",500000,,2014,,
195690,267187,3184,DonorsTrust,25187,"Cause of Action",1000000,,2014,,
195691,267188,3184,DonorsTrust,29149,"Atlas Economic Research Foundation",1000,,2014,,
195692,267189,3184,DonorsTrust,29150,"Acton Institute for the Study of Religion and Liberty",10000,,2014,,
195693,267190,3184,DonorsTrust,839,"Competitive Enterprise Institute",300000,,2014,,
195694,267191,3184,DonorsTrust,887,"Cato Institute",50000,,2014,,
195695,267192,3184,DonorsTrust,887,"Cato Institute",1000,,2014,,
195696,267193,3184,DonorsTrust,1504,"Discovery Institute",500,,2014,,
195697,267194,3184,DonorsTrust,15206,"Freedom Foundation",1000,,2014,,
195698,267195,3184,DonorsTrust,944,"Foundation for Economic Education",250,,2014,,
195699,267196,3184,DonorsTrust,842,"Federalist Society for Law and Public Policy Studies",2500,,2014,,
195700,267197,3184,DonorsTrust,856,"Institute for Justice",150,,2014,,
195701,267198,3184,DonorsTrust,29159,"Institute for Humane Studies",150,,2014,,
195702,267199,3184,DonorsTrust,873,"Mountain States Legal Foundation",500,,2014,,
195703,267200,3184,DonorsTrust,817,"Reason Foundation",1000,,2014,,
195704,267201,3184,DonorsTrust,22303,"Center for Individual Rights",40000,,2014,,
195705,267202,3184,DonorsTrust,4599,"Grassroot Institute of Hawaii",2000,,2014,,
195706,267203,3184,DonorsTrust,29029,"Freedom Works Foundation",1000,,2014,,
195707,267204,3184,DonorsTrust,29013,"Marijuana Policy project Foundation",25000,,2014,,
195708,267205,3184,DonorsTrust,29013,"Marijuana Policy project Foundation",6000,,2014,,
195709,267206,3184,DonorsTrust,3176,"Students for Liberty",1000,,2014,,
195710,267207,3184,DonorsTrust,25192,"Imagine Science Films",10000,,2014,,
195711,267208,3184,DonorsTrust,22492,"Liberty Science Center",6000,,2014,,
195712,267209,3184,DonorsTrust,28125,"American Media Institute",200000,,2014,,
195713,267210,3184,DonorsTrust,12312,"PetConnect Rescue",12000,,2014,,
195714,267211,3184,DonorsTrust,29149,"Atlas Economic Research Foundation",4000,,2014,,
195715,267212,3184,DonorsTrust,887,"Cato Institute",5000,,2014,,
195716,267213,3184,DonorsTrust,848,"Fund for American Studies",3000,,2014,,
195717,267214,3184,DonorsTrust,856,"Institute for Justice",1000,,2014,,
195718,267215,3184,DonorsTrust,886,"Texas Public Policy Foundation",24750,,2014,,
195719,267216,3184,DonorsTrust,940,"Goldwater Institute",5000,,2014,,
195720,267217,3184,DonorsTrust,2695,"International Society for Individual Liberty",500,,2014,,
195721,267218,3184,DonorsTrust,32513,Students,1000,,2014,,
195722,267219,3184,DonorsTrust,4535,"Judicial Education Project",345000,,2014,,
195723,267220,3184,DonorsTrust,28125,"American Media Institute",25000,,2014,,
195724,267221,3184,DonorsTrust,23666,"Daily Caller News Foundation",20000,,2014,,
195725,267222,3184,DonorsTrust,839,"Competitive Enterprise Institute",15000,,2014,,
195726,267223,3184,DonorsTrust,1621,"Commonwealth Foundation for Public Policy Alternatives",200000,,2014,,
195727,267224,3184,DonorsTrust,1523,"Center for Security Policy",75000,,2014,,
195728,267225,3184,DonorsTrust,944,"Foundation for Economic Education",75000,,2014,,
195729,267226,3184,DonorsTrust,842,"Federalist Society for Law and Public Policy Studies",25000,,2014,,
195730,267227,3184,DonorsTrust,1463,"Hudson Institute",35000,,2014,,
195731,267228,3184,DonorsTrust,29159,"Institute for Humane Studies",200000,,2014,,
195732,267229,3184,DonorsTrust,29134,"Judicial Watch",1000,,2014,,
195733,267230,3184,DonorsTrust,867,"Manhattan Institute for Policy Research",1000,,2014,,
195734,267231,3184,DonorsTrust,22303,"Center for Individual Rights",10000,,2014,,
195735,267232,3184,DonorsTrust,1091,"Free To Choose Network",150000,,2014,,
195736,267233,3184,DonorsTrust,4592,"Families Against Mandatory Minimums Foundation",25000,,2014,,
195737,267234,3184,DonorsTrust,4598,"Gettysburg College",7500,,2014,,
195738,267235,3184,DonorsTrust,4621,"Project Veritas",10000,,2014,,
195739,267236,3184,DonorsTrust,25378,"Project Liberty",25000,,2014,,
195740,267237,3184,DonorsTrust,25186,"Catholic Association Foundation",29000,,2014,,
195741,267238,3184,DonorsTrust,28684,"Actright Legal Foundation",250000,,2014,,
195742,267239,3184,DonorsTrust,32514,"Center for Class Action Fairnesss",25000,,2014,,
195743,267240,3184,DonorsTrust,29015,"Consumers' Research",10000,,2014,,
195744,267241,3184,DonorsTrust,29266,"Center for Union Facts",44000,,2014,,
195745,267242,3184,DonorsTrust,1621,"Commonwealth Foundation for Public Policy Alternatives",250000,,2014,,
195746,267243,3184,DonorsTrust,22303,"Center for Individual Rights",25000,,2014,,
195747,267244,3184,DonorsTrust,4530,"Human Rights Foundation",1000,,2014,,
195748,267245,3184,DonorsTrust,5055,"Vanderbilt University",350000,,2014,,
195749,267246,3184,DonorsTrust,29012,"UCLA Foundation",50000,,2014,,
195750,267247,3184,DonorsTrust,4535,"Judicial Education Project",30000,,2014,,
195751,267248,3184,DonorsTrust,25259,"Partnership for America Foundation",100000,,2014,,
195752,267249,3184,DonorsTrust,17209,"College of the Ozarks",8000,,2014,,
195753,267250,3184,DonorsTrust,4154,"National Constitution Center",30000,,2014,,
195754,267251,3184,DonorsTrust,29149,"Atlas Economic Research Foundation",15000,,2014,,
195755,267252,3184,DonorsTrust,29149,"Atlas Economic Research Foundation",5000,,2014,,
