id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
129572,194840,12048,"Smith Richardson Foundation",4334,"Resources for the Future",50764,,2012,,
129573,194841,12048,"Smith Richardson Foundation",4642,"American Foreign Policy Council",50000,,2012,,
129574,194842,12048,"Smith Richardson Foundation",5014,"AmeriCares Foundation",50000,,2012,,
129575,194843,12048,"Smith Richardson Foundation",1336,"Brookings Institution",50000,,2012,,
129576,194844,12048,"Smith Richardson Foundation",1336,"Brookings Institution",50000,,2012,,
129577,194845,12048,"Smith Richardson Foundation",1336,"Brookings Institution",50000,,2012,,
129578,194846,12048,"Smith Richardson Foundation",6264,"Cambridge in America",50000,,2012,,
129579,194847,12048,"Smith Richardson Foundation",6265,"Carnegie Endowment for International Peace",50000,,2012,,
129580,194848,12048,"Smith Richardson Foundation",1143,"Center for a New American Security",50000,,2012,,
129581,194849,12048,"Smith Richardson Foundation",12068,"Center for European Policy Analysis",50000,,2012,,
129582,194850,12048,"Smith Richardson Foundation",12346,"Center For Media And Security",50000,,2012,,
129583,194851,12048,"Smith Richardson Foundation",1463,"Hudson Institute",50000,,2012,,
129584,194852,12048,"Smith Richardson Foundation",1635,"Johns Hopkins University",50000,,2012,,
129585,194853,12048,"Smith Richardson Foundation",867,"Manhattan Institute for Policy Research",50000,,2012,,
129586,194854,12048,"Smith Richardson Foundation",6177,"National Bureau of Asian Research",50000,,2012,,
129587,194855,12048,"Smith Richardson Foundation",26373,"New Institute for Public Administration",50000,,2012,,
129588,194856,12048,"Smith Richardson Foundation",12105,"Nonproliferation Policy Education Center",50000,,2012,,
129589,194857,12048,"Smith Richardson Foundation",4074,"RAND Corporation",50000,,2012,,
129590,194858,12048,"Smith Richardson Foundation",26374,ReadWorks.org,50000,,2012,,
129591,194859,12048,"Smith Richardson Foundation",8998,"Southern Center for International Studies",50000,,2012,,
129592,194860,12048,"Smith Richardson Foundation",12139,"University of Maryland College Park",50000,,2012,,
129593,194861,12048,"Smith Richardson Foundation",1597,"University of Pennsylvania",50000,,2012,,
129594,194862,12048,"Smith Richardson Foundation",12225,"Urban Educational Exchange",50000,,2012,,
129595,194863,12048,"Smith Richardson Foundation",5056,"Washington Institute for Near East Policy",50000,,2012,,
129596,194864,12048,"Smith Richardson Foundation",1303,"Northwestern University",49999,,2012,,
129597,194865,12048,"Smith Richardson Foundation",6571,"Atlantic Council",49909,,2012,,
129598,194866,12048,"Smith Richardson Foundation",1534,"Jamestown Foundation",49875,,2012,,
129599,194867,12048,"Smith Richardson Foundation",10929,"Corporation for the Advancement of Policy Evaluation",49796,,2012,,
129600,194868,12048,"Smith Richardson Foundation",3335,"University of Virginia",49722,,2012,,
129601,194869,12048,"Smith Richardson Foundation",4353,"Harvard University",47823,,2012,,
129602,194870,12048,"Smith Richardson Foundation",1463,"Hudson Institute",44495,,2012,,
129603,194871,12048,"Smith Richardson Foundation",8620,"Freedom House",41250,,2012,,
129604,194872,12048,"Smith Richardson Foundation",1050,"Fidelity Charitable Gift Fund",40000,,2012,,
129605,194873,12048,"Smith Richardson Foundation",3709,"American University",39331,,2012,,
129606,194874,12048,"Smith Richardson Foundation",4511,"Boston College",35000,,2012,,
129607,194875,12048,"Smith Richardson Foundation",1004,"Stanford University",34163,,2012,,
129608,194876,12048,"Smith Richardson Foundation",12124,"Small Wars Foundation",31350,,2012,,
129609,194877,12048,"Smith Richardson Foundation",12063,"Bridgeport Hospital Foundation",25000,,2012,,
129610,194878,12048,"Smith Richardson Foundation",26375,"Center for International Private Enterprise",25000,,2012,,
129611,194879,12048,"Smith Richardson Foundation",929,"Center for Strategic and International Studies",25000,,2012,,
129612,194880,12048,"Smith Richardson Foundation",3243,"Duke University",25000,,2012,,
129613,194881,12048,"Smith Richardson Foundation",3249,"Georgetown University",25000,,2012,,
129614,194882,12048,"Smith Richardson Foundation",1635,"Johns Hopkins University",25000,,2012,,
129615,194883,12048,"Smith Richardson Foundation",989,"Massachusetts Institute of Technology",25000,,2012,,
129616,194884,12048,"Smith Richardson Foundation",12127,"St. Barnabas' Episcopal Church",25000,,2012,,
129617,194885,12048,"Smith Richardson Foundation",20081,"University of Colorado Colorado Springs",25000,,2012,,
129618,194886,12048,"Smith Richardson Foundation",22791,"The Westminster Institute",23927,,2012,,
129619,194887,12048,"Smith Richardson Foundation",6264,"Cambridge in America",20000,,2012,,
129620,194888,12048,"Smith Richardson Foundation",12076,"CNA Corporation",20000,,2012,,
129621,194889,12048,"Smith Richardson Foundation",6526,"Florida International University",20000,,2012,,
129622,194890,12048,"Smith Richardson Foundation",26376,"McLean Hospital",20000,,2012,,
129623,194891,12048,"Smith Richardson Foundation",6178,"National Bureau of Economic Research",20000,,2012,,
129624,194892,12048,"Smith Richardson Foundation",4625,"State University of New York at Stony Brook",20000,,2012,,
129625,194893,12048,"Smith Richardson Foundation",26377,"The Maritime Aquarium",20000,,2012,,
129626,194894,12048,"Smith Richardson Foundation",12135,"The Maureen and Mike Mansfield Foundation",20000,,2012,,
129627,194895,12048,"Smith Richardson Foundation",12153,"YMCA of Norwalk",20000,,2012,,
129628,194896,12048,"Smith Richardson Foundation",12073,"Children of Fallen Patriots Foundation",15000,,2012,,
129629,194897,12048,"Smith Richardson Foundation",3992,"Foundation Center",15000,,2012,,
129630,194898,12048,"Smith Richardson Foundation",4766,"John F. Kennedy Center for the Performing Arts",15000,,2012,,
129631,194899,12048,"Smith Richardson Foundation",6105,"King's College London",15000,,2012,,
129632,194900,12048,"Smith Richardson Foundation",12142,"Vermont Public Radio",15000,,2012,,
129633,194901,12048,"Smith Richardson Foundation",26378,"Westover Presbyterian Church",15000,,2012,,
129634,194902,12048,"Smith Richardson Foundation",25210,"University System of Maryland",12954,,2012,,
129635,194903,12048,"Smith Richardson Foundation",12071,"Checkerboard Foundation Inc.",12500,,2012,,
129636,194904,12048,"Smith Richardson Foundation",12177,"Army Distaff Foundation",10000,,2012,,
129637,194905,12048,"Smith Richardson Foundation",26379,"Arts Council of Moore County",10000,,2012,,
129638,194906,12048,"Smith Richardson Foundation",26380,"Association of the Graduates of the United States Miltary Academy",10000,,2012,,
129639,194907,12048,"Smith Richardson Foundation",4002,"Catholic Charities USA",10000,,2012,,
129640,194908,12048,"Smith Richardson Foundation",12067,"Center for Democracy and Human Rights in Saudi Arabia",10000,,2012,,
129641,194909,12048,"Smith Richardson Foundation",26381,"Crystal Coast Hospice House",10000,,2012,,
129642,194910,12048,"Smith Richardson Foundation",7818,"George C. Marshall Foundation",10000,,2012,,
129643,194911,12048,"Smith Richardson Foundation",26382,"Global Fairness Initiative",10000,,2012,,
129644,194912,12048,"Smith Richardson Foundation",26383,"Guilford College",10000,,2012,,
129645,194913,12048,"Smith Richardson Foundation",10033,"Historic Beaufort Foundation",10000,,2012,,
129646,194914,12048,"Smith Richardson Foundation",26384,"Online Journalism Protect",10000,,2012,,
129647,194915,12048,"Smith Richardson Foundation",12123,"Sandy Creek Baptist Church",10000,,2012,,
129648,194916,12048,"Smith Richardson Foundation",12123,"Sandy Creek Baptist Church",10000,,2012,,
129649,194917,12048,"Smith Richardson Foundation",14172,"SPCA of the Triad",10000,,2012,,
129650,194918,12048,"Smith Richardson Foundation",12138,"Union College",10000,,2012,,
129651,194919,12048,"Smith Richardson Foundation",12138,"Union College",10000,,2012,,
129652,194920,12048,"Smith Richardson Foundation",12138,"Union College",10000,,2012,,
129653,194921,12048,"Smith Richardson Foundation",3328,"University of North Carolina at Chapel Hill",10000,,2012,,
129654,194922,12048,"Smith Richardson Foundation",12140,"Upper Valley Arts",10000,,2012,,
129655,194923,12048,"Smith Richardson Foundation",12142,"Vermont Public Radio",10000,,2012,,
129656,194924,12048,"Smith Richardson Foundation",12142,"Vermont Public Radio",10000,,2012,,
129657,194925,12048,"Smith Richardson Foundation",12144,"Western Guilford High School Boosters Club",10000,,2012,,
129658,194926,12048,"Smith Richardson Foundation",25466,"Advancing Human Rights",7500,,2012,,
129659,194927,12048,"Smith Richardson Foundation",6545,"Brandeis University",7500,,2012,,
129660,194928,12048,"Smith Richardson Foundation",3226,"Brown University",7500,,2012,,
129661,194929,12048,"Smith Richardson Foundation",12747,"Caroline House",7500,,2012,,
129662,194930,12048,"Smith Richardson Foundation",4043,"Columbia University",7500,,2012,,
129663,194931,12048,"Smith Richardson Foundation",4043,"Columbia University",7500,,2012,,
129664,194932,12048,"Smith Richardson Foundation",26385,"New Beginnings Family Academy",7500,,2012,,
129665,194933,12048,"Smith Richardson Foundation",849,"George Mason University",7500,,2012,,
129666,194934,12048,"Smith Richardson Foundation",3248,"George Washington University",7500,,2012,,
129667,194935,12048,"Smith Richardson Foundation",3249,"Georgetown University",7500,,2012,,
129668,194936,12048,"Smith Richardson Foundation",3249,"Georgetown University",7500,,2012,,
129669,194937,12048,"Smith Richardson Foundation",12764,"Handy Dandy Handyman",7500,,2012,,
129670,194938,12048,"Smith Richardson Foundation",12199,"Integrated Refugee &amp; Immigrant Services",7500,,2012,,
129671,194939,12048,"Smith Richardson Foundation",26386,"Joey Dipaolo AIDS Foundation",7500,,2012,,
129672,194940,12048,"Smith Richardson Foundation",26387,"Make a Home Foundation",7500,,2012,,
129673,194941,12048,"Smith Richardson Foundation",989,"Massachusetts Institute of Technology",7500,,2012,,
129674,194942,12048,"Smith Richardson Foundation",4743,"Princeton University",7500,,2012,,
129675,194943,12048,"Smith Richardson Foundation",12529,"Reading Connections Inc.",7500,,2012,,
129676,194944,12048,"Smith Richardson Foundation",1306,"Rutgers University",7500,,2012,,
129677,194945,12048,"Smith Richardson Foundation",5778,"Spirit of America",7500,,2012,,
129678,194946,12048,"Smith Richardson Foundation",26388,"The Servant Center",7500,,2012,,
129679,194947,12048,"Smith Richardson Foundation",26389,"Tristan's Quest",7500,,2012,,
129680,194948,12048,"Smith Richardson Foundation",3628,"Tufts University",7500,,2012,,
129681,194949,12048,"Smith Richardson Foundation",1014,"University of California Berkeley",7500,,2012,,
129682,194950,12048,"Smith Richardson Foundation",1014,"University of California Berkeley",7500,,2012,,
129683,194951,12048,"Smith Richardson Foundation",6762,"University of California San Diego",7500,,2012,,
129684,194952,12048,"Smith Richardson Foundation",25266,"University of Wisconsin?Madison",7500,,2012,,
129685,194953,12048,"Smith Richardson Foundation",26390,"Women Corporate Directors Education And Development Foundation",7000,,2012,,
129686,194954,12048,"Smith Richardson Foundation",12125,"Society for the Arts",6000,,2012,,
129687,194955,12048,"Smith Richardson Foundation",12049,"Academy of Our Lady of Mercy",5000,,2012,,
129688,194956,12048,"Smith Richardson Foundation",26391,"Bridgeport Ladies Charitable Society",5000,,2012,,
129689,194957,12048,"Smith Richardson Foundation",3239,"College of William &amp; Mary",5000,,2012,,
129690,194958,12048,"Smith Richardson Foundation",3701,"Colorado College",5000,,2012,,
129691,194959,12048,"Smith Richardson Foundation",3701,"Colorado College",5000,,2012,,
129692,194960,12048,"Smith Richardson Foundation",26392,"Dorothy Day Hospitality House",5000,,2012,,
129693,194961,12048,"Smith Richardson Foundation",12085,"Friends of the American University of Afghanistan",5000,,2012,,
129694,194962,12048,"Smith Richardson Foundation",12091,"Grand Teton National Park Foundation",5000,,2012,,
129695,194963,12048,"Smith Richardson Foundation",12208,"New Global Citizens",5000,,2012,,
129696,194964,12048,"Smith Richardson Foundation",12116,"Protestant Episcopal High School in Virginia",5000,,2012,,
129697,194965,12048,"Smith Richardson Foundation",12212,"Red Dog Farm Animal Rescue Network",5000,,2012,,
129698,194966,12048,"Smith Richardson Foundation",26393,"Save the Children Federation",5000,,2012,,
129699,194967,12048,"Smith Richardson Foundation",12126,"Sound Waters",5000,,2012,,
129700,194968,12048,"Smith Richardson Foundation",26394,"The Educational Foundation",5000,,2012,,
129701,194969,12048,"Smith Richardson Foundation",3328,"University of North Carolina at Chapel Hill",5000,,2012,,
129702,194970,12048,"Smith Richardson Foundation",5931,"Youth for Christ",5000,,2012,,
129703,194971,12048,"Smith Richardson Foundation",26396,"Toddlers and Families",5000,,2012,,
129704,194972,12048,"Smith Richardson Foundation",12353,"First Presbyterian Church of Greensburg (PA)",3500,,2012,,
129705,194973,12048,"Smith Richardson Foundation",26397,"Brem Foundation to Defeat Breast Cancer",3000,,2012,,
129706,194974,12048,"Smith Richardson Foundation",12096,"International Arts &amp; Artists",3000,,2012,,
129707,194975,12048,"Smith Richardson Foundation",12114,"Polish Institute of Arts and Sciences of America",3000,,2012,,
129708,194976,12048,"Smith Richardson Foundation",12125,"Society for the Arts",3000,,2012,,
129709,194977,12048,"Smith Richardson Foundation",12129,"Stone Quarry Hill Art Park",3000,,2012,,
129710,194978,12048,"Smith Richardson Foundation",2340,"The University of Chicago",3000,,2012,,
129711,194979,12048,"Smith Richardson Foundation",26380,"Association of the Graduates of the United States Miltary Academy",2500,,2012,,
129712,194980,12048,"Smith Richardson Foundation",12071,"Checkerboard Foundation Inc.",2500,,2012,,
129713,194981,12048,"Smith Richardson Foundation",12078,"Connecticut Audubon Society",2500,,2012,,
129714,194982,12048,"Smith Richardson Foundation",12078,"Connecticut Audubon Society",2500,,2012,,
129715,194983,12048,"Smith Richardson Foundation",5886,"Cystic Fibrosis Foundation",2500,,2012,,
129716,194984,12048,"Smith Richardson Foundation",12197,"Hospital Albert Schweitzer Haiti",2500,,2012,,
129717,194985,12048,"Smith Richardson Foundation",26398,"New Haven Urban Resources Initiative",2500,,2012,,
129718,194986,12048,"Smith Richardson Foundation",26399,"The American Society of the Most Venerable Order of the Hospital of St John of Jerusalem",2500,,2012,,
129719,194987,12048,"Smith Richardson Foundation",26400,"The Versailles Foundation",2500,,2012,,
129720,194988,12048,"Smith Richardson Foundation",12146,"Wildlife Rescue League",2500,,2012,,
129721,194989,12048,"Smith Richardson Foundation",12151,"Yale Center for British Art",2500,,2012,,
129722,194990,12048,"Smith Richardson Foundation",12106,"North Carolina Coastal Federation",2500,,2012,,
129723,194991,12048,"Smith Richardson Foundation",12062,"Boys &amp; Girls Club of Coastal Carolina",2000,,2012,,
129724,194992,12048,"Smith Richardson Foundation",26401,"Foundation for Afghanistan",2000,,2012,,
129725,194993,12048,"Smith Richardson Foundation",12213,"Sculpture Space Inc.",2000,,2012,,
129726,194994,12048,"Smith Richardson Foundation",5009,"Wounded Warrior Project",2000,,2012,,
129727,194995,12048,"Smith Richardson Foundation",3249,"Georgetown University",1500,,2012,,
129728,194996,12048,"Smith Richardson Foundation",12180,"Bridgeport Rescue Mission",1000,,2012,,
129729,194997,12048,"Smith Richardson Foundation",26402,"Carteret Community Foundation",1000,,2012,,
129730,194998,12048,"Smith Richardson Foundation",26403,"Delmarva Ornithological Society",1000,,2012,,
129731,194999,12048,"Smith Richardson Foundation",12190,"Girl CHARGE",1000,,2012,,
129732,195000,12048,"Smith Richardson Foundation",26404,"Saint Joseph's Parish",1000,,2012,,
129733,195001,12048,"Smith Richardson Foundation",26405,"Special Spaces In",1000,,2012,,
129734,195002,12048,"Smith Richardson Foundation",26406,"The American Ditchley Foundation",1000,,2012,,
129735,195003,12048,"Smith Richardson Foundation",2340,"The University of Chicago",1000,,2012,,
129736,195004,12048,"Smith Richardson Foundation",26407,"Upper Connecticut Valley Community Foundation",1000,,2012,,
129737,195005,12048,"Smith Richardson Foundation",6156,"Council on Foreign Relations",500,,2012,,
129738,195006,12048,"Smith Richardson Foundation",13850,"Danbury Animal Welfare Society",500,,2012,,
129739,195007,12048,"Smith Richardson Foundation",11595,"Juvenile Diabetes Research Foundation International",500,,2012,,
129740,195008,12048,"Smith Richardson Foundation",4565,"Young Life",500,,2012,,
45594,88079,12048,"Smith Richardson Foundation",12049,"Academy of Our Lady of Mercy",10000,,2011,,
45595,88080,12048,"Smith Richardson Foundation",12050,"Ackland Art Museum",5000,,2011,,
45596,88081,12048,"Smith Richardson Foundation",12051,"Adult Center for Enrichment",7500,,2011,,
45597,88082,12048,"Smith Richardson Foundation",4693,"America Abroad Media",150000,,2011,,
45598,88083,12048,"Smith Richardson Foundation",4693,"America Abroad Media",500000,,2011,,
45599,88084,12048,"Smith Richardson Foundation",825,"American Enterprise Institute for Public Policy Research",200000,,2011,,
45600,88085,12048,"Smith Richardson Foundation",825,"American Enterprise Institute for Public Policy Research",175000,,2011,,
45601,88086,12048,"Smith Richardson Foundation",825,"American Enterprise Institute for Public Policy Research",80000,,2011,,
45602,88087,12048,"Smith Richardson Foundation",825,"American Enterprise Institute for Public Policy Research",100000,,2011,,
45603,88088,12048,"Smith Richardson Foundation",825,"American Enterprise Institute for Public Policy Research",200000,,2011,,
45604,88089,12048,"Smith Richardson Foundation",4642,"American Foreign Policy Council",23000,,2011,,
45605,88090,12048,"Smith Richardson Foundation",4642,"American Foreign Policy Council",75000,,2011,,
45606,88091,12048,"Smith Richardson Foundation",12052,"American Institutes for Research",5000,,2011,,
45607,88092,12048,"Smith Richardson Foundation",12052,"American Institutes for Research",244787,,2011,,
45608,88093,12048,"Smith Richardson Foundation",12053,"American Society of the Most Venerable Order of the Hospital of Saint John of Jerusalem",2500,,2011,,
45609,88094,12048,"Smith Richardson Foundation",12053,"American Society of the Most Venerable Order of the Hospital of Saint John of Jerusalem",2500,,2011,,
45611,88096,12048,"Smith Richardson Foundation",5014,"AmeriCares Foundation",20000,,2011,,
45612,88097,12048,"Smith Richardson Foundation",5014,"AmeriCares Foundation",15000,,2011,,
45613,88098,12048,"Smith Richardson Foundation",5014,"AmeriCares Foundation",25000,,2011,,
45614,88099,12048,"Smith Richardson Foundation",12054,"Ann Street United Methodist Church (Beaufort; NC)",5000,,2011,,
45615,88100,12048,"Smith Richardson Foundation",12055,"Army Emergency Relief",10000,,2011,,
45616,88101,12048,"Smith Richardson Foundation",12056,"Association for the Advancement of Evidence Based Practice",150000,,2011,,
45617,88102,12048,"Smith Richardson Foundation",12057,"West Point Association of Graduates",5000,,2011,,
45618,88103,12048,"Smith Richardson Foundation",12057,"West Point Association of Graduates",10000,,2011,,
45619,88104,12048,"Smith Richardson Foundation",12057,"West Point Association of Graduates",25000,,2011,,
